400.78 1.34024 1.70134
400.79 1.34042 1.61381
400.8 1.34057 1.52094
400.81 1.3407 1.4239
400.82 1.34081 1.32389
400.83 1.3409 1.22202
400.84 1.34097 1.11936
400.85 1.34102 1.01687
400.86 1.34106 0.915428
400.87 1.34107 0.815815
400.88 1.34107 0.718733
400.89 1.34105 0.624773
400.9 1.34102 0.534391
400.91 1.34097 0.447925
400.92 1.34091 0.365637
400.93 1.34083 0.287728
400.94 1.34073 0.214346
400.95 1.34063 0.145568
400.96 1.34051 0.0814016
400.97 1.34039 0.0217869
400.98 1.34025 -0.0334063
400.99 1.3401 -0.0843593
401 1.33995 -0.131275
401.01 1.33979 -0.174367
401.02 1.33962 -0.213868
401.03 1.33945 -0.250042
401.04 1.33927 -0.283165
401.05 1.3391 -0.313512
401.06 1.33891 -0.341354
401.07 1.33873 -0.36696
401.08 1.33855 -0.390596
401.09 1.33836 -0.412515
401.1 1.33818 -0.432948
401.11 1.338 -0.452101
401.12 1.33782 -0.470161
401.13 1.33764 -0.487294
401.14 1.33747 -0.503635
401.15 1.3373 -0.519299
401.16 1.33713 -0.534384
401.17 1.33696 -0.548984
401.18 1.3368 -0.563175
401.19 1.33665 -0.576995
401.2 1.3365 -0.590439
401.21 1.33635 -0.603469
401.22 1.33621 -0.616035
401.23 1.33607 -0.628095
401.24 1.33594 -0.639615
401.25 1.33581 -0.650558
401.26 1.33569 -0.660884
401.27 1.33557 -0.670554
401.28 1.33545 -0.679545
401.29 1.33534 -0.687837
401.3 1.33524 -0.695402
401.31 1.33514 -0.702209
401.32 1.33504 -0.708224
401.33 1.33495 -0.713423
401.34 1.33487 -0.717804
401.35 1.33479 -0.721394
401.36 1.33472 -0.724239
401.37 1.33465 -0.726384
401.38 1.33459 -0.727858
401.39 1.33453 -0.728673
401.4 1.33448 -0.728849
401.41 1.33444 -0.728424
401.42 1.3344 -0.727457
401.43 1.33437 -0.726015
401.44 1.33435 -0.724158
401.45 1.33433 -0.721932
401.46 1.33432 -0.719373
401.47 1.33431 -0.71652
401.48 1.3343 -0.713399
401.49 1.33431 -0.710019
401.5 1.33431 -0.706351
401.51 1.33432 -0.702333
401.52 1.33434 -0.697886
401.53 1.33436 -0.692932
401.54 1.33438 -0.687404
401.55 1.33441 -0.68124
401.56 1.33444 -0.67437
401.57 1.33447 -0.666715
401.58 1.3345 -0.658178
401.59 1.33454 -0.648643
401.6 1.33458 -0.637978
401.61 1.33462 -0.62606
401.62 1.33466 -0.612807
401.63 1.3347 -0.59817
401.64 1.33474 -0.582127
401.65 1.33479 -0.564687
401.66 1.33483 -0.545881
401.67 1.33487 -0.525763
401.68 1.33491 -0.504398
401.69 1.33495 -0.481883
401.7 1.33499 -0.458384
401.71 1.33503 -0.43414
401.72 1.33507 -0.409441
401.73 1.3351 -0.384595
401.74 1.33513 -0.359923
401.75 1.33516 -0.335766
401.76 1.33519 -0.312489
401.77 1.33521 -0.290456
401.78 1.33523 -0.270022
401.79 1.33525 -0.251537
401.8 1.33526 -0.235344
401.81 1.33527 -0.221768
401.82 1.33528 -0.211104
401.83 1.33529 -0.203605
401.84 1.33529 -0.199466
401.85 1.33529 -0.198819
401.86 1.33529 -0.201727
401.87 1.33528 -0.208196
401.88 1.33527 -0.218169
401.89 1.33526 -0.23152
401.9 1.33525 -0.248064
401.91 1.33523 -0.267563
401.92 1.33521 -0.289731
401.93 1.33519 -0.314247
401.94 1.33516 -0.340745
401.95 1.33514 -0.368812
401.96 1.3351 -0.397993
401.97 1.33507 -0.427828
401.98 1.33503 -0.457891
401.99 1.33499 -0.487801
402 1.33495 -0.517206
402.01 1.3349 -0.54577
402.02 1.33485 -0.573165
402.03 1.33479 -0.599094
402.04 1.33473 -0.623315
402.05 1.33467 -0.645642
402.06 1.33461 -0.665935
402.07 1.33454 -0.684089
402.08 1.33447 -0.700025
402.09 1.33439 -0.71369
402.1 1.33432 -0.725071
402.11 1.33424 -0.734219
402.12 1.33416 -0.741242
402.13 1.33408 -0.746284
402.14 1.334 -0.749504
402.15 1.33392 -0.751061
402.16 1.33383 -0.751113
402.17 1.33375 -0.749821
402.18 1.33367 -0.747362
402.19 1.33359 -0.743922
402.2 1.33351 -0.739682
402.21 1.33344 -0.734794
402.22 1.33336 -0.729392
402.23 1.33329 -0.723602
402.24 1.33322 -0.717539
402.25 1.33315 -0.711289
402.26 1.33308 -0.704901
402.27 1.33301 -0.698388
402.28 1.33295 -0.691734
402.29 1.33289 -0.684921
402.3 1.33283 -0.67793
402.31 1.33277 -0.670735
402.32 1.33272 -0.663295
402.33 1.33266 -0.655548
402.34 1.33261 -0.64742
402.35 1.33256 -0.638833
402.36 1.33251 -0.629722
402.37 1.33246 -0.620042
402.38 1.33241 -0.609773
402.39 1.33236 -0.598908
402.4 1.33231 -0.587464
402.41 1.33227 -0.57548
402.42 1.33222 -0.56301
402.43 1.33218 -0.550114
402.44 1.33214 -0.536881
402.45 1.3321 -0.523438
402.46 1.33206 -0.509935
402.47 1.33202 -0.49654
402.48 1.33199 -0.483447
402.49 1.33195 -0.470901
402.5 1.33192 -0.459181
402.51 1.33189 -0.44856
402.52 1.33187 -0.439273
402.53 1.33185 -0.431518
402.54 1.33183 -0.425483
402.55 1.33181 -0.421364
402.56 1.3318 -0.419364
402.57 1.33179 -0.419671
402.58 1.33179 -0.422444
402.59 1.33179 -0.427811
402.6 1.3318 -0.435866
402.61 1.33181 -0.446668
402.62 1.33182 -0.460218
402.63 1.33185 -0.476458
402.64 1.33187 -0.495281
402.65 1.33191 -0.516545
402.66 1.33195 -0.540079
402.67 1.332 -0.565668
402.68 1.33205 -0.593056
402.69 1.33211 -0.621953
402.7 1.33218 -0.652059
402.71 1.33226 -0.683061
402.72 1.33235 -0.714622
402.73 1.33244 -0.746376
402.74 1.33255 -0.777925
402.75 1.33266 -0.808856
402.76 1.33279 -0.838751
402.77 1.33292 -0.867218
402.78 1.33306 -0.893893
402.79 1.33321 -0.918427
402.8 1.33337 -0.940449
402.81 1.33354 -0.959563
402.82 1.33372 -0.975379
402.83 1.33391 -0.987559
402.84 1.33411 -0.995807
402.85 1.33432 -0.999843
402.86 1.33453 -0.999378
402.87 1.33475 -0.994117
402.88 1.33498 -0.983772
402.89 1.33522 -0.968081
402.9 1.33546 -0.946806
402.91 1.33571 -0.919733
402.92 1.33596 -0.886681
402.93 1.33622 -0.847504
402.94 1.33648 -0.80208
402.95 1.33675 -0.750316
402.96 1.33702 -0.692171
402.97 1.33729 -0.627661
402.98 1.33756 -0.55686
402.99 1.33784 -0.47988
403 1.33811 -0.396864
403.01 1.33839 -0.308004
403.02 1.33866 -0.213548
403.03 1.33893 -0.113805
403.04 1.33919 -0.009135
403.05 1.33946 0.100055
403.06 1.33971 0.213319
403.07 1.33996 0.330168
403.08 1.3402 0.450052
403.09 1.34044 0.572351
403.1 1.34066 0.69638
403.11 1.34087 0.821425
403.12 1.34107 0.94678
403.13 1.34125 1.07176
403.14 1.34142 1.19565
403.15 1.34158 1.31775
403.16 1.34172 1.43735
403.17 1.34183 1.55379
403.18 1.34193 1.66648
403.19 1.34201 1.77486
403.2 1.34207 1.87842
403.21 1.34211 1.97667
403.22 1.34212 2.0692
403.23 1.34211 2.15567
403.24 1.34207 2.23582
403.25 1.34201 2.30943
403.26 1.34192 2.37634
403.27 1.3418 2.43642
403.28 1.34165 2.48964
403.29 1.34147 2.53598
403.3 1.34127 2.57548
403.31 1.34103 2.60821
403.32 1.34076 2.63425
403.33 1.34046 2.6537
403.34 1.34013 2.66666
403.35 1.33976 2.67325
403.36 1.33937 2.67359
403.37 1.33894 2.66783
403.38 1.33847 2.65608
403.39 1.33797 2.63844
403.4 1.33744 2.61496
403.41 1.33688 2.5857
403.42 1.33628 2.55075
403.43 1.33565 2.51017
403.44 1.33499 2.46405
403.45 1.3343 2.41245
403.46 1.33358 2.35544
403.47 1.33282 2.29311
403.48 1.33204 2.22556
403.49 1.33123 2.15291
403.5 1.33039 2.0753
403.51 1.32953 1.99289
403.52 1.32864 1.90581
403.53 1.32773 1.81423
403.54 1.32679 1.71834
403.55 1.32584 1.61837
403.56 1.32486 1.5146
403.57 1.32387 1.40734
403.58 1.32286 1.29687
403.59 1.32184 1.1835
403.6 1.3208 1.06756
403.61 1.31975 0.94938
403.62 1.31868 0.829342
403.63 1.31761 0.70786
403.64 1.31653 0.585369
403.65 1.31544 0.462295
403.66 1.31435 0.339043
403.67 1.31325 0.21602
403.68 1.31215 0.0936555
403.69 1.31104 -0.0276062
403.7 1.30994 -0.147341
403.71 1.30884 -0.265151
403.72 1.30774 -0.38065
403.73 1.30665 -0.493453
403.74 1.30556 -0.603181
403.75 1.30448 -0.709475
403.76 1.30341 -0.811999
403.77 1.30235 -0.91044
403.78 1.3013 -1.0045
403.79 1.30027 -1.09391
403.8 1.29925 -1.17843
403.81 1.29825 -1.25783
403.82 1.29726 -1.33198
403.83 1.29629 -1.40075
403.84 1.29535 -1.46404
403.85 1.29442 -1.52177
403.86 1.29352 -1.57389
403.87 1.29263 -1.62038
403.88 1.29178 -1.66125
403.89 1.29094 -1.69651
403.9 1.29013 -1.72619
403.91 1.28935 -1.75038
403.92 1.28859 -1.76921
403.93 1.28786 -1.78287
403.94 1.28716 -1.79155
403.95 1.28648 -1.79548
403.96 1.28583 -1.79485
403.97 1.28521 -1.78991
403.98 1.28462 -1.7809
403.99 1.28406 -1.76817
404 1.28352 -1.75205
404.01 1.28302 -1.73292
404.02 1.28255 -1.7111
404.03 1.28211 -1.68694
404.04 1.2817 -1.6608
404.05 1.28132 -1.63309
404.06 1.28098 -1.60422
404.07 1.28066 -1.5746
404.08 1.28038 -1.54462
404.09 1.28013 -1.51464
404.1 1.27992 -1.48501
404.11 1.27973 -1.45605
404.12 1.27958 -1.42807
404.13 1.27946 -1.40132
404.14 1.27937 -1.376
404.15 1.27932 -1.35223
404.16 1.27929 -1.33006
404.17 1.27929 -1.30947
404.18 1.27933 -1.29037
404.19 1.27939 -1.27264
404.2 1.27948 -1.25606
404.21 1.27959 -1.24037
404.22 1.27974 -1.22521
404.23 1.2799 -1.21016
404.24 1.2801 -1.19473
404.25 1.28031 -1.17839
404.26 1.28055 -1.16056
404.27 1.2808 -1.14062
404.28 1.28108 -1.11788
404.29 1.28137 -1.09162
404.3 1.28168 -1.06111
404.31 1.28201 -1.02566
404.32 1.28235 -0.98457
404.33 1.2827 -0.937169
404.34 1.28307 -0.882793
404.35 1.28344 -0.820793
404.36 1.28382 -0.75055
404.37 1.28421 -0.671478
404.38 1.2846 -0.583039
404.39 1.28499 -0.484765
404.4 1.28539 -0.376283
404.41 1.28578 -0.25732
404.42 1.28617 -0.127684
404.43 1.28655 0.0127415
404.44 1.28693 0.163974
404.45 1.2873 0.325894
404.46 1.28765 0.498226
404.47 1.288 0.680529
404.48 1.28832 0.8722
404.49 1.28864 1.07245
404.5 1.28893 1.28029
404.51 1.2892 1.49452
404.52 1.28946 1.71372
404.53 1.28969 1.93628
404.54 1.2899 2.16036
404.55 1.29008 2.3839
404.56 1.29024 2.60466
404.57 1.29037 2.82022
404.58 1.29048 3.02803
404.59 1.29055 3.22546
404.6 1.2906 3.40984
404.61 1.29062 3.57853
404.62 1.29061 3.729
404.63 1.29057 3.85889
404.64 1.2905 3.96612
404.65 1.2904 4.04889
404.66 1.29027 4.1058
404.67 1.29011 4.13587
404.68 1.28991 4.13863
404.69 1.28968 4.11413
404.7 1.28941 4.0629
404.71 1.28912 3.98597
404.72 1.28878 3.88475
404.73 1.28842 3.76102
404.74 1.28801 3.6169
404.75 1.28758 3.45472
404.76 1.2871 3.27697
404.77 1.2866 3.08621
404.78 1.28606 2.88503
404.79 1.28548 2.67596
404.8 1.28487 2.46141
404.81 1.28423 2.24365
404.82 1.28356 2.02473
404.83 1.28286 1.80655
404.84 1.28213 1.59081
404.85 1.28137 1.37902
404.86 1.28059 1.17243
404.87 1.27978 0.972081
404.88 1.27895 0.778796
404.89 1.2781 0.593222
404.9 1.27724 0.41584
404.91 1.27635 0.246975
404.92 1.27545 0.086809
404.93 1.27454 -0.0645822
404.94 1.27362 -0.20722
404.95 1.27268 -0.341205
404.96 1.27174 -0.466699
404.97 1.2708 -0.583908
404.98 1.26984 -0.693067
404.99 1.26889 -0.794433
405 1.26794 -0.888288
405.01 1.26698 -0.974934
405.02 1.26603 -1.05469
405.03 1.26508 -1.12788
405.04 1.26414 -1.19479
405.05 1.2632 -1.25568
405.06 1.26227 -1.31077
405.07 1.26134 -1.36029
405.08 1.26043 -1.40446
405.09 1.25953 -1.44347
405.1 1.25865 -1.47749
405.11 1.25777 -1.50663
405.12 1.25691 -1.53101
405.13 1.25607 -1.55073
405.14 1.25524 -1.56593
405.15 1.25444 -1.57675
405.16 1.25365 -1.58329
405.17 1.25288 -1.58568
405.18 1.25213 -1.58401
405.19 1.2514 -1.5784
405.2 1.25069 -1.56898
405.21 1.25 -1.55592
405.22 1.24934 -1.53937
405.23 1.24869 -1.5195
405.24 1.24807 -1.49648
405.25 1.24746 -1.47048
405.26 1.24688 -1.44172
405.27 1.24632 -1.41042
405.28 1.24578 -1.37685
405.29 1.24525 -1.34124
405.3 1.24475 -1.30386
405.31 1.24426 -1.26494
405.32 1.24379 -1.22471
405.33 1.24335 -1.18342
405.34 1.24292 -1.1413
405.35 1.2425 -1.0986
405.36 1.24211 -1.05554
405.37 1.24173 -1.01235
405.38 1.24137 -0.969188
405.39 1.24103 -0.926221
405.4 1.24071 -0.883598
405.41 1.2404 -0.841468
405.42 1.24011 -0.799974
405.43 1.23984 -0.759229
405.44 1.23958 -0.719306
405.45 1.23934 -0.680249
405.46 1.23912 -0.642096
405.47 1.23892 -0.604884
405.48 1.23872 -0.568642
405.49 1.23855 -0.533381
405.5 1.23839 -0.499101
405.51 1.23824 -0.465795
405.52 1.23811 -0.433435
405.53 1.23798 -0.401972
405.54 1.23787 -0.371343
405.55 1.23777 -0.341489
405.56 1.23768 -0.312352
405.57 1.2376 -0.283863
405.58 1.23752 -0.255924
405.59 1.23745 -0.228403
405.6 1.23739 -0.201164
405.61 1.23734 -0.174078
405.62 1.23729 -0.147037
405.63 1.23724 -0.119935
405.64 1.2372 -0.0926725
405.65 1.23716 -0.0651437
405.66 1.23713 -0.0372419
405.67 1.2371 -0.00886852
405.68 1.23708 0.020058
405.69 1.23706 0.0495939
405.7 1.23704 0.0797566
405.71 1.23702 0.110514
405.72 1.23701 0.141784
405.73 1.237 0.17345
405.74 1.237 0.205368
405.75 1.23699 0.237367
405.76 1.23699 0.269238
405.77 1.237 0.300709
405.78 1.237 0.331455
405.79 1.237 0.361119
405.8 1.23701 0.38931
405.81 1.23702 0.415612
405.82 1.23703 0.439597
405.83 1.23703 0.460838
405.84 1.23704 0.478919
405.85 1.23705 0.493435
405.86 1.23706 0.503989
405.87 1.23707 0.510201
405.88 1.23708 0.511723
405.89 1.23709 0.508264
405.9 1.23709 0.499614
405.91 1.2371 0.485657
405.92 1.23711 0.466363
405.93 1.23712 0.441777
405.94 1.23714 0.412032
405.95 1.23715 0.377359
405.96 1.23717 0.338095
405.97 1.2372 0.294657
405.98 1.23722 0.24753
405.99 1.23725 0.197272
406 1.23729 0.144506
406.01 1.23733 0.089908
406.02 1.23737 0.0341949
406.03 1.23743 -0.0218883
406.04 1.23748 -0.0775691
406.05 1.23754 -0.132056
406.06 1.23761 -0.18456
406.07 1.23768 -0.234325
406.08 1.23776 -0.28062
406.09 1.23784 -0.322728
406.1 1.23792 -0.359947
406.11 1.238 -0.391596
406.12 1.23809 -0.417036
406.13 1.23818 -0.435678
406.14 1.23827 -0.446991
406.15 1.23836 -0.450512
406.16 1.23845 -0.445841
406.17 1.23854 -0.432637
406.18 1.23862 -0.410618
406.19 1.23871 -0.379553
406.2 1.23879 -0.339257
406.21 1.23887 -0.289608
406.22 1.23895 -0.230574
406.23 1.23902 -0.162233
406.24 1.23909 -0.0847634
406.25 1.23916 0.00155493
406.26 1.23923 0.0963568
406.27 1.23929 0.199198
406.28 1.23935 0.309544
406.29 1.2394 0.426742
406.3 1.23945 0.550009
406.31 1.2395 0.678432
406.32 1.23954 0.81097
406.33 1.23958 0.946459
406.34 1.23961 1.08363
406.35 1.23963 1.22116
406.36 1.23965 1.35765
406.37 1.23966 1.49165
406.38 1.23966 1.62163
406.39 1.23965 1.74606
406.4 1.23963 1.86344
406.41 1.2396 1.97232
406.42 1.23956 2.07136
406.43 1.23951 2.15933
406.44 1.23944 2.23517
406.45 1.23937 2.29802
406.46 1.23928 2.34726
406.47 1.23918 2.38253
406.48 1.23906 2.40368
406.49 1.23893 2.41078
406.5 1.23879 2.40412
406.51 1.23863 2.38423
406.52 1.23846 2.35185
406.53 1.23827 2.30793
406.54 1.23807 2.25355
406.55 1.23786 2.18989
406.56 1.23763 2.11816
406.57 1.23739 2.0396
406.58 1.23714 1.95548
406.59 1.23687 1.86707
406.6 1.23659 1.77558
406.61 1.2363 1.6821
406.62 1.23599 1.58761
406.63 1.23567 1.49298
406.64 1.23534 1.39893
406.65 1.23499 1.30611
406.66 1.23464 1.21503
406.67 1.23427 1.12608
406.68 1.23389 1.03953
406.69 1.23351 0.955495
406.7 1.23311 0.874006
406.71 1.23271 0.794968
406.72 1.2323 0.71821
406.73 1.23188 0.643513
406.74 1.23146 0.570638
406.75 1.23104 0.499334
406.76 1.23061 0.429338
406.77 1.23019 0.360372
406.78 1.22976 0.292161
406.79 1.22934 0.224458
406.8 1.22893 0.157062
406.81 1.22852 0.0898311
406.82 1.22812 0.022692
406.83 1.22772 -0.0443576
406.84 1.22734 -0.111253
406.85 1.22697 -0.177866
406.86 1.22661 -0.244
406.87 1.22626 -0.309385
406.88 1.22593 -0.373679
406.89 1.22561 -0.436478
406.9 1.22531 -0.497341
406.91 1.22502 -0.555796
406.92 1.22475 -0.611348
406.93 1.22449 -0.663479
406.94 1.22425 -0.711661
406.95 1.22402 -0.755362
406.96 1.22381 -0.794046
406.97 1.22361 -0.827181
406.98 1.22343 -0.854268
406.99 1.22327 -0.874866
407 1.22311 -0.888607
407.01 1.22297 -0.895191
407.02 1.22285 -0.894381
407.03 1.22273 -0.88599
407.04 1.22263 -0.869894
407.05 1.22255 -0.846047
407.06 1.22247 -0.814488
407.07 1.22241 -0.775345
407.08 1.22237 -0.728838
407.09 1.22234 -0.675281
407.1 1.22232 -0.615098
407.11 1.22231 -0.548832
407.12 1.22232 -0.477143
407.13 1.22234 -0.400807
407.14 1.22238 -0.320695
407.15 1.22243 -0.237756
407.16 1.2225 -0.153001
407.17 1.22258 -0.0675043
407.18 1.22268 0.017588
407.19 1.22279 0.101062
407.2 1.22292 0.181672
407.21 1.22306 0.25818
407.22 1.22321 0.329406
407.23 1.22338 0.394262
407.24 1.22356 0.451764
407.25 1.22376 0.501057
407.26 1.22397 0.541437
407.27 1.22419 0.572362
407.28 1.22442 0.593467
407.29 1.22467 0.60456
407.3 1.22493 0.605627
407.31 1.22519 0.596842
407.32 1.22547 0.578591
407.33 1.22576 0.551471
407.34 1.22606 0.516274
407.35 1.22636 0.473931
407.36 1.22668 0.425463
407.37 1.227 0.371937
407.38 1.22734 0.314466
407.39 1.22768 0.254203
407.4 1.22803 0.192327
407.41 1.22838 0.130016
407.42 1.22875 0.0684204
407.43 1.22911 0.00863775
407.44 1.22949 -0.0483155
407.45 1.22987 -0.101523
407.46 1.23026 -0.150177
407.47 1.23065 -0.193574
407.48 1.23104 -0.231085
407.49 1.23144 -0.262147
407.5 1.23184 -0.286272
407.51 1.23225 -0.303054
407.52 1.23265 -0.312176
407.53 1.23306 -0.313411
407.54 1.23347 -0.30663
407.55 1.23388 -0.2918
407.56 1.23429 -0.26896
407.57 1.23469 -0.238198
407.58 1.2351 -0.199649
407.59 1.2355 -0.153506
407.6 1.2359 -0.100035
407.61 1.2363 -0.0395682
407.62 1.2367 0.0275044
407.63 1.23709 0.100744
407.64 1.23748 0.179654
407.65 1.23786 0.263665
407.66 1.23824 0.352136
407.67 1.23862 0.444377
407.68 1.23899 0.539665
407.69 1.23935 0.637233
407.7 1.23971 0.736264
407.71 1.24006 0.835894
407.72 1.2404 0.935226
407.73 1.24074 1.03333
407.74 1.24106 1.12928
407.75 1.24138 1.22211
407.76 1.24169 1.31087
407.77 1.24198 1.39459
407.78 1.24227 1.47233
407.79 1.24254 1.54322
407.8 1.2428 1.60647
407.81 1.24305 1.66137
407.82 1.24328 1.70723
407.83 1.24349 1.74344
407.84 1.24369 1.76951
407.85 1.24387 1.78506
407.86 1.24404 1.78988
407.87 1.24418 1.7839
407.88 1.24431 1.76718
407.89 1.24442 1.73986
407.9 1.24451 1.70216
407.91 1.24459 1.65441
407.92 1.24464 1.59705
407.93 1.24468 1.53063
407.94 1.2447 1.45578
407.95 1.2447 1.37319
407.96 1.24469 1.28363
407.97 1.24465 1.1879
407.98 1.2446 1.08677
407.99 1.24454 0.981054
408 1.24446 0.87157
408.01 1.24437 0.75916
408.02 1.24426 0.644657
408.03 1.24414 0.528861
408.04 1.244 0.412528
408.05 1.24386 0.296372
408.06 1.2437 0.181058
408.07 1.24352 0.0672184
408.08 1.24334 -0.0445346
408.09 1.24315 -0.153602
408.1 1.24295 -0.259416
408.11 1.24273 -0.361465
408.12 1.24251 -0.459301
408.13 1.24228 -0.552529
408.14 1.24204 -0.640795
408.15 1.24179 -0.723786
408.16 1.24153 -0.801235
408.17 1.24126 -0.872916
408.18 1.24099 -0.938621
408.19 1.24071 -0.998155
408.2 1.24043 -1.05135
408.21 1.24014 -1.0981
408.22 1.23985 -1.13832
408.23 1.23955 -1.17199
408.24 1.23925 -1.19913
408.25 1.23895 -1.2198
408.26 1.23865 -1.23407
408.27 1.23834 -1.24208
408.28 1.23803 -1.24398
408.29 1.23772 -1.23994
408.3 1.23741 -1.23019
408.31 1.2371 -1.21498
408.32 1.23679 -1.19459
408.33 1.23647 -1.16934
408.34 1.23615 -1.1396
408.35 1.23584 -1.10577
408.36 1.23552 -1.06828
408.37 1.2352 -1.02758
408.38 1.23487 -0.984137
408.39 1.23454 -0.93845
408.4 1.23421 -0.891046
408.41 1.23388 -0.842473
408.42 1.23354 -0.793299
408.43 1.2332 -0.744108
408.44 1.23285 -0.695493
408.45 1.2325 -0.648046
408.46 1.23214 -0.602355
408.47 1.23178 -0.55898
408.48 1.23141 -0.518444
408.49 1.23104 -0.481227
408.5 1.23066 -0.447774
408.51 1.23028 -0.418511
408.52 1.22989 -0.393846
408.53 1.22949 -0.374167
408.54 1.22909 -0.359813
408.55 1.22869 -0.351039
408.56 1.22828 -0.348008
408.57 1.22786 -0.350819
408.58 1.22744 -0.35954
408.59 1.22702 -0.374196
408.6 1.22659 -0.394753
408.61 1.22616 -0.42111
408.62 1.22572 -0.45311
408.63 1.22528 -0.490542
408.64 1.22483 -0.533123
408.65 1.22438 -0.580504
408.66 1.22392 -0.6323
408.67 1.22346 -0.688119
408.68 1.22299 -0.747576
408.69 1.22253 -0.810267
408.7 1.22206 -0.875754
408.71 1.22158 -0.943569
408.72 1.22111 -1.01323
408.73 1.22063 -1.08427
408.74 1.22015 -1.15619
408.75 1.21967 -1.22851
408.76 1.21919 -1.30081
408.77 1.21872 -1.37267
408.78 1.21824 -1.44371
408.79 1.21777 -1.51356
408.8 1.2173 -1.58188
408.81 1.21684 -1.64833
408.82 1.21638 -1.71258
408.83 1.21593 -1.77435
408.84 1.21548 -1.83337
408.85 1.21505 -1.88942
408.86 1.21462 -1.94229
408.87 1.2142 -1.99182
408.88 1.21379 -2.03787
408.89 1.2134 -2.08033
408.9 1.21301 -2.11913
408.91 1.21264 -2.1542
408.92 1.21228 -2.18549
408.93 1.21193 -2.21299
408.94 1.2116 -2.23668
408.95 1.21129 -2.25659
408.96 1.21098 -2.27275
408.97 1.2107 -2.28523
408.98 1.21043 -2.29411
408.99 1.21017 -2.29948
409 1.20994 -2.30147
409.01 1.20972 -2.30017
409.02 1.20951 -2.2957
409.03 1.20933 -2.28819
409.04 1.20916 -2.27782
409.05 1.20902 -2.26475
409.06 1.20889 -2.24914
409.07 1.20878 -2.23117
409.08 1.20869 -2.21098
409.09 1.20862 -2.18873
409.1 1.20857 -2.16455
409.11 1.20854 -2.13862
409.12 1.20853 -2.11113
409.13 1.20855 -2.08228
409.14 1.20858 -2.05229
409.15 1.20863 -2.02138
409.16 1.2087 -1.98971
409.17 1.2088 -1.95745
409.18 1.20891 -1.92477
409.19 1.20905 -1.89185
409.2 1.2092 -1.85888
409.21 1.20938 -1.82605
409.22 1.20957 -1.79354
409.23 1.20979 -1.76149
409.24 1.21003 -1.73006
409.25 1.21028 -1.69937
409.26 1.21056 -1.66955
409.27 1.21085 -1.6407
409.28 1.21117 -1.61289
409.29 1.2115 -1.58622
409.3 1.21186 -1.5607
409.31 1.21223 -1.53633
409.32 1.21262 -1.51307
409.33 1.21303 -1.49084
409.34 1.21346 -1.46953
409.35 1.21391 -1.44901
409.36 1.21437 -1.42913
409.37 1.21485 -1.4097
409.38 1.21535 -1.39051
409.39 1.21587 -1.37136
409.4 1.2164 -1.352
409.41 1.21695 -1.33217
409.42 1.21752 -1.31157
409.43 1.2181 -1.28993
409.44 1.21869 -1.26695
409.45 1.2193 -1.24236
409.46 1.21993 -1.21593
409.47 1.22057 -1.18742
409.48 1.22122 -1.15661
409.49 1.22189 -1.12331
409.5 1.22257 -1.08736
409.51 1.22326 -1.04863
409.52 1.22397 -1.00704
409.53 1.22469 -0.962553
409.54 1.22542 -0.915175
