,385.12,5.39381E-019,-2.99594E-023,0,,,,,,,,,
,385.13,5.93142E-019,-3.28376E-023,0,,,,,,,,,
,385.14,5.92336E-019,-3.12698E-023,0,,,,,,,,,
,385.15,5.91589E-019,-2.84998E-023,0,,,,,,,,,
,385.16,5.90884E-019,-2.49452E-023,0,,,,,,,,,
,385.17,5.90209E-019,-2.09869E-023,0,,,,,,,,,
,385.18,5.89549E-019,-1.70542E-023,0,,,,,,,,,
,385.19,5.88889E-019,-1.34997E-023,0,,,,,,,,,
,385.2,5.88227E-019,-1.06353E-023,0,,,,,,,,,
,385.21,5.8756E-019,-8.58121E-024,0,,,,,,,,,
,385.22,5.86898E-019,-7.31102E-024,0,,,,,,,,,
,385.23,5.86265E-019,-6.51328E-024,0,,,,,,,,,
,385.24,5.85686E-019,-5.68914E-024,0,,,,,,,,,
,385.25,5.85186E-019,-4.23023E-024,0,,,,,,,,,
,385.26,5.84784E-019,-1.67533E-024,0,,,,,,,,,
,385.27,5.84479E-019,2.25665E-024,0,,,,,,,,,
,385.28,5.84261E-019,7.49974E-024,0,,,,,,,,,
,385.29,5.84104E-019,1.37299E-023,0,,,,,,,,,
,385.3,5.83986E-019,2.03646E-023,0,,,,,,,,,
,385.31,5.83895E-019,2.69333E-023,0,,,,,,,,,
,385.32,5.8383E-019,3.30679E-023,0,,,,,,,,,
,385.33,5.83798E-019,3.86217E-023,0,,,,,,,,,
,385.34,5.83811E-019,4.35949E-023,0,,,,,,,,,
,385.35,5.83879E-019,4.79321E-023,0,,,,,,,,,
,385.36,5.84003E-019,5.14998E-023,0,,,,,,,,,
,385.37,5.8418E-019,5.40811E-023,0,,,,,,,,,
,385.38,5.84413E-019,5.55684E-023,0,,,,,,,,,
,385.39,5.84703E-019,5.59326E-023,0,,,,,,,,,
,385.4,5.85057E-019,5.53652E-023,0,,,,,,,,,
,385.41,5.85488E-019,5.41623E-023,0,,,,,,,,,
,385.42,5.86011E-019,5.26756E-023,0,,,,,,,,,
,385.43,5.86636E-019,5.11626E-023,0,,,,,,,,,
,385.44,5.87377E-019,4.97842E-023,0,,,,,,,,,
,385.45,5.88225E-019,4.86084E-023,0,,,,,,,,,
,385.46,5.89163E-019,4.76628E-023,0,,,,,,,,,
,385.47,5.90173E-019,4.70677E-023,0,,,,,,,,,
,385.48,5.91224E-019,4.71759E-023,0,,,,,,,,,
,385.49,5.92286E-019,4.84052E-023,0,,,,,,,,,
,385.5,5.93361E-019,5.12029E-023,0,,,,,,,,,
,385.51,5.94424E-019,5.57967E-023,0,,,,,,,,,
,385.52,5.95456E-019,6.21351E-023,0,,,,,,,,,
,385.53,5.96456E-019,6.99324E-023,0,,,,,,,,,
,385.54,5.97394E-019,7.85539E-023,0,,,,,,,,,
,385.55,5.98248E-019,8.73245E-023,0,,,,,,,,,
,385.56,5.99017E-019,9.57698E-023,0,,,,,,,,,
,385.57,5.99689E-019,1.03392E-022,0,,,,,,,,,
,385.58,6.00281E-019,1.10081E-022,0,,,,,,,,,
,385.59,6.00794E-019,1.15676E-022,0,,,,,,,,,
,385.6,6.01245E-019,1.20243E-022,0,,,,,,,,,
,385.61,6.01635E-019,1.2373E-022,0,,,,,,,,,
,385.62,6.01969E-019,1.26122E-022,0,,,,,,,,,
,385.63,6.02246E-019,1.27324E-022,0,,,,,,,,,
,385.64,6.02469E-019,1.27351E-022,0,,,,,,,,,
,385.65,6.0264E-019,1.26324E-022,0,,,,,,,,,
,385.66,6.0277E-019,1.24527E-022,0,,,,,,,,,
,385.67,6.02866E-019,1.225E-022,0,,,,,,,,,
,385.68,6.0294E-019,1.20811E-022,0,,,,,,,,,
,385.69,6.03003E-019,1.19946E-022,0,,,,,,,,,
,385.7,6.03066E-019,1.20229E-022,0,,,,,,,,,
,385.71,6.03137E-019,1.21622E-022,0,,,,,,,,,
,385.72,6.03223E-019,1.23947E-022,0,,,,,,,,,
,385.73,6.03322E-019,1.26878E-022,0,,,,,,,,,
,385.74,6.03423E-019,1.3E-022,0,,,,,,,,,
,385.75,6.03519E-019,1.33162E-022,0,,,,,,,,,
,385.76,6.03587E-019,1.36162E-022,0,,,,,,,,,
,385.77,6.03613E-019,1.38946E-022,0,,,,,,,,,
,385.78,6.03579E-019,1.41487E-022,0,,,,,,,,,
,385.79,6.03471E-019,1.43716E-022,0,,,,,,,,,
,385.8,6.03278E-019,1.45581E-022,0,,,,,,,,,
,385.81,6.02998E-019,1.46973E-022,0,,,,,,,,,
,385.82,6.02637E-019,1.47959E-022,0,,,,,,,,,
,385.83,6.02206E-019,1.48757E-022,0,,,,,,,,,
,385.84,6.01715E-019,1.49743E-022,0,,,,,,,,,
,385.85,6.01171E-019,1.51311E-022,0,,,,,,,,,
,385.86,6.00578E-019,1.53797E-022,0,,,,,,,,,
,385.87,5.99926E-019,1.57338E-022,0,,,,,,,,,
,385.88,5.99198E-019,1.61919E-022,0,,,,,,,,,
,385.89,5.98385E-019,1.67365E-022,0,,,,,,,,,
,385.9,5.97477E-019,1.7342E-022,0,,,,,,,,,
,385.91,5.96464E-019,1.79878E-022,0,,,,,,,,,
,385.92,5.95335E-019,1.86568E-022,0,,,,,,,,,
,385.93,5.94102E-019,1.93189E-022,0,,,,,,,,,
,385.94,5.92744E-019,1.99568E-022,0,,,,,,,,,
,385.95,5.91279E-019,2.05338E-022,0,,,,,,,,,
,385.96,5.89716E-019,2.10325E-022,0,,,,,,,,,
,385.97,5.88072E-019,2.14419E-022,0,,,,,,,,,
,385.98,5.86375E-019,2.17635E-022,0,,,,,,,,,
,385.99,5.84654E-019,2.20014E-022,0,,,,,,,,,
,386,5.82921E-019,2.215E-022,0,,,,,,,,,
,386.01,5.81183E-019,2.21932E-022,0,,,,,,,,,
,386.02,5.79451E-019,2.20946E-022,0,,,,,,,,,
,386.03,5.77725E-019,2.18297E-022,0,,,,,,,,,
,386.04,5.76006E-019,2.13838E-022,0,,,,,,,,,
,386.05,5.74318E-019,2.07824E-022,0,,,,,,,,,
,386.06,5.72673E-019,2.00797E-022,0,,,,,,,,,
,386.07,5.71077E-019,1.93473E-022,0,,,,,,,,,
,386.08,5.6956E-019,1.86824E-022,0,,,,,,,,,
,386.09,5.68116E-019,1.81568E-022,0,,,,,,,,,
,386.1,5.66757E-019,1.78392E-022,0,,,,,,,,,
,386.11,5.65467E-019,1.77581E-022,0,,,,,,,,,
,386.12,5.64235E-019,1.79257E-022,0,,,,,,,,,
,386.13,5.63055E-019,1.83244E-022,0,,,,,,,,,
,386.14,5.61926E-019,1.8915E-022,0,,,,,,,,,
,386.15,5.6083E-019,1.96513E-022,0,,,,,,,,,
,386.16,5.59752E-019,2.04797E-022,0,,,,,,,,,
,386.17,5.58676E-019,2.13432E-022,0,,,,,,,,,
,386.18,5.57606E-019,2.21892E-022,0,,,,,,,,,
,386.19,5.5652E-019,2.2996E-022,0,,,,,,,,,
,386.2,5.55434E-019,2.37379E-022,0,,,,,,,,,
,386.21,5.54361E-019,2.44081E-022,0,,,,,,,,,
,386.22,5.53294E-019,2.5027E-022,0,,,,,,,,,
,386.23,5.52255E-019,2.56121E-022,0,,,,,,,,,
,386.24,5.51255E-019,2.61892E-022,0,,,,,,,,,
,386.25,5.50284E-019,2.67946E-022,0,,,,,,,,,
,386.26,5.49359E-019,2.74392E-022,0,,,,,,,,,
,386.27,5.48483E-019,2.81176E-022,0,,,,,,,,,
,386.28,5.47644E-019,2.88243E-022,0,,,,,,,,,
,386.29,5.46849E-019,2.95257E-022,0,,,,,,,,,
,386.3,5.46089E-019,3.02027E-022,0,,,,,,,,,
,386.31,5.45366E-019,3.08325E-022,0,,,,,,,,,
,386.32,5.4468E-019,3.14175E-022,0,,,,,,,,,
,386.33,5.44041E-019,3.19743E-022,0,,,,,,,,,
,386.34,5.43448E-019,3.25501E-022,0,,,,,,,,,
,386.35,5.42912E-019,3.31837E-022,0,,,,,,,,,
,386.36,5.42436E-019,3.39028E-022,0,,,,,,,,,
,386.37,5.42017E-019,3.47122E-022,0,,,,,,,,,
,386.38,5.41655E-019,3.55838E-022,0,,,,,,,,,
