2450.92,267.063,-0.0800114,-0.000838535,2.96565,0.0359832
2451.42,268.003,-0.0925317,-0.000854386,2.96286,0.0359832
2451.92,268.487,-0.081113,-0.000554008,2.96007,0.0359832
2452.42,270.287,-0.0935795,-0.000645089,2.95749,0.0359832
2452.92,271.63,-0.11588,-0.00120259,2.95469,0.0359832
2453.42,272.168,-0.0917256,-0.000648313,2.9519,0.0359832
2453.92,272.705,-0.110506,-0.000988187,2.94932,0.0359832
2454.42,273.242,-0.101586,-0.000870776,2.94653,0.0359281
2454.92,274.048,-0.0880985,-0.000718974,2.94373,0.0359281
2455.42,274.855,-0.092048,-0.000827519,2.94115,0.0359281
2455.92,274.855,-0.0723273,-0.000439015,2.93836,0.0359281
2456.42,275.661,-0.0925854,-0.000929884,2.93578,0.0359281
2456.92,276.198,-0.0802264,-0.000915107,2.93299,0.0359281
2457.42,275.929,-0.0760619,-0.000619565,2.93019,0.0359281
2457.92,277.273,-0.0971797,-0.00116927,2.92761,0.0359281
2458.42,276.467,-0.0850356,-0.000790711,2.92482,0.0359281
2458.92,276.198,-0.0683509,-0.000638103,2.92224,0.0359281
2459.42,276.735,-0.0948423,-0.00122113,2.91945,0.0358731
2459.92,276.198,-0.085358,-0.000810861,2.91687,0.0358731
2460.42,276.735,-0.0566636,-0.000534932,2.91407,0.0358731
2460.92,278.079,-0.105482,-0.00165638,2.91149,0.0358731
2461.42,276.198,-0.0795009,-0.00084955,2.90892,0.0358731
2461.92,276.467,-0.0699898,-0.000826713,2.90612,0.0358731
2462.42,276.735,-0.0736976,-0.000969648,2.90354,0.0358731
2462.92,277.273,-0.0847401,-0.00134445,2.90075,0.0358731
2463.42,276.735,-0.0701779,-0.00104112,2.89817,0.0358731
2463.92,275.929,-0.0559381,-0.00051908,2.89559,0.0358731
2464.43,276.735,-0.0647775,-0.000980126,2.8928,0.035818
2464.93,276.198,-0.062252,-0.000587324,2.89022,0.035818
2465.43,277.004,-0.0663896,-0.000858417,2.88742,0.035818
2465.93,275.929,-0.052123,-0.000250781,2.88484,0.035818
2466.43,275.929,-0.0540305,-0.000359218,2.88227,0.035818
2466.93,277.004,-0.0725154,-0.000777814,2.87947,0.035818
2467.43,277.541,-0.0838535,-0.00113972,2.87689,0.035818
2467.93,277.273,-0.0670344,-0.000761962,2.87431,0.035818
2468.43,277.81,-0.078668,-0.000822683,2.87173,0.035818
2468.93,277.81,-0.0544067,-0.000368891,2.86916,0.035818
2469.43,278.885,-0.0662553,-0.000725154,2.86636,0.0357629
2469.93,278.885,-0.0587592,-0.00020062,2.86378,0.0357629
2470.43,279.691,-0.0861103,-0.000567979,2.8612,0.0357629
2470.93,281.034,-0.0934452,-0.000769485,2.85862,0.0357629
2471.43,281.303,-0.0889583,-0.000627356,2.85605,0.0357629
2471.93,281.571,-0.0657716,-0.000213489,2.85347,0.0357629
2472.43,283.183,-0.077862,-0.000466688,2.85067,0.0357629
2472.93,283.452,-0.0723273,-0.000288826,2.84809,0.0357629
2473.43,284.258,-0.0593234,-0.0000609892,2.84551,0.0357629
2473.93,285.333,-0.0903285,-0.000907047,2.84294,0.0357629
2474.43,285.333,-0.0652343,-0.000370503,2.84036,0.0357078
2474.93,285.333,-0.0637566,-0.000317574,2.83778,0.0357078
2475.43,286.408,-0.0857879,-0.000732945,2.8352,0.0357078
2475.93,286.945,-0.0897106,-0.00102983,2.83262,0.0357078
2476.43,286.945,-0.0811936,-0.000687808,2.83004,0.0357078
2476.93,288.288,-0.0870776,-0.0014006,2.82746,0.0357078
2477.43,286.676,-0.0368085,0.000287214,2.82488,0.0357078
2477.93,287.214,-0.0542186,-0.000186729,2.8223,0.0357078
2478.43,288.02,-0.0587592,-0.00020422,2.81972,0.0357078
2478.93,286.676,-0.0431223,0.0000975559,2.81714,0.0357078
2479.43,287.751,-0.0497855,-0.00051908,2.81457,0.0356527
2479.93,286.676,-0.0404356,-0.0000880179,2.81199,0.0356527
2480.43,286.945,-0.0472599,-0.000251292,2.80962,0.0356527
2480.93,286.676,-0.0457822,-0.000653686,2.80704,0.0356527
2481.43,286.408,-0.054541,-0.000526872,2.80447,0.0356527
2481.93,285.87,-0.0549709,-0.00046239,2.80189,0.0356527
2482.43,285.87,-0.0530096,-0.000344441,2.79931,0.0356527
2482.93,287.214,-0.0877761,-0.00117921,2.79673,0.0356527
2483.43,286.139,-0.0441702,-0.000297961,2.79436,0.0356527
2483.93,288.02,-0.0857611,-0.00111205,2.79178,0.0356527
2484.43,287.482,-0.0673568,-0.000532514,2.78921,0.0355976
2484.93,288.02,-0.0526872,-0.000166686,2.78663,0.0355976
2485.43,289.094,-0.0593503,-0.000151936,2.78405,0.0355976
2485.93,290.438,-0.0669269,-0.000427462,2.78168,0.0355976
2486.43,291.781,-0.0991411,-0.000930959,2.7791,0.0355976
2486.93,292.318,-0.0813817,-0.000520155,2.77653,0.0355976
2487.43,294.468,-0.109593,-0.000804144,2.77416,0.0355976
2487.93,295.005,-0.0930959,-0.000597533,2.77158,0.0355976
2488.43,295.274,-0.0814623,-0.000230228,2.769,0.0355976
2488.93,295.811,-0.0735901,-0.000156369,2.76664,0.0355976
2489.43,298.767,-0.139657,-0.00205751,2.76406,0.0355976
2489.93,297.692,-0.0872925,-0.000609086,2.76148,0.0355424
2490.43,297.961,-0.0865939,-0.000576039,2.75912,0.0355424
2490.93,296.886,-0.0650193,0.000126519,2.75654,0.0355424
2491.43,297.155,-0.0647775,-0.0000937676,2.75417,0.0355424
2491.93,297.155,-0.059001,-0.000180308,2.7516,0.0355424
2492.43,297.692,-0.0702316,-0.000624132,2.74902,0.0355424
2492.93,297.155,-0.0753096,-0.000686465,2.74665,0.0355424
2493.43,297.155,-0.0656104,-0.000706347,2.74407,0.0355424
2493.93,296.886,-0.0708765,-0.000386355,2.74171,0.0355424
2494.43,297.155,-0.0621177,-0.000562068,2.73913,0.0355424
2494.93,295.811,-0.0489257,0.0000386892,2.73677,0.0354873
2495.43,297.423,-0.0691569,-0.000590279,2.73419,0.0354873
2495.93,296.617,-0.0406505,0.000159942,2.73182,0.0354873
2496.43,299.035,-0.0875343,-0.000908928,2.72946,0.0354873
2496.93,299.304,-0.0773515,-0.000833967,2.72688,0.0354873
2497.43,300.916,-0.102392,-0.00126546,2.72452,0.0354873
2497.93,300.379,-0.0923436,-0.000868358,2.72194,0.0354873
2498.43,300.11,-0.064885,-0.000358144,2.71957,0.0354873
2498.93,300.11,-0.0700973,-0.000364592,2.71699,0.0354873
2499.43,300.916,-0.0813279,-0.000659328,2.71463,0.0354873
2499.87,300.647,-0.0801189,-0.000675718,2.71248,0.0354873
2500.37,300.916,-0.0646969,-0.000419402,2.71012,0.0354321
2500.87,300.916,-0.072193,-0.000434179,2.70754,0.0354321
2501.37,301.453,-0.0781576,-0.00100565,2.70517,0.0354321
2501.87,300.379,-0.0564217,-0.000507527,2.70281,0.0354321
2502.37,300.11,-0.0670344,-0.000678404,2.70044,0.0354321
2502.87,298.767,-0.0462927,-0.000159835,2.69787,0.0354321
2503.37,298.498,-0.0370234,-0.00020242,2.6955,0.0354321
2503.87,298.229,-0.0377488,-0.000113945,2.69314,0.0354321
2504.37,297.961,-0.0461315,-0.0003345,2.69077,0.0354321
2504.87,297.692,-0.0395221,-0.000353845,2.68819,0.0354321
2505.38,297.155,-0.0282646,-0.000130549,2.68583,0.0354321
2505.87,297.961,-0.063461,-0.000975022,2.68347,0.035377
2506.38,297.423,-0.0360024,-0.000322141,2.68089,0.035377
2506.88,296.886,-0.0290975,-0.000204865,2.67852,0.035377
2507.38,297.423,-0.0523379,-0.000696674,2.67616,0.035377
2507.87,297.155,-0.0455135,-0.00025199,2.67379,0.035377
2508.37,297.155,-0.0313544,-0.00000236998,2.67143,0.035377
2508.87,298.229,-0.0705003,-0.000795278,2.66907,0.035377
2509.37,297.155,-0.0478779,-0.00019839,2.6667,0.035377
2509.87,298.498,-0.0675449,-0.000648313,2.66434,0.035377
2510.37,298.498,-0.0570128,-0.000282646,2.66197,0.035377
2510.87,298.498,-0.0558844,-0.000274586,2.65961,0.035377
2511.37,299.304,-0.0723542,-0.000697749,2.65725,0.0353219
2511.87,299.035,-0.0477973,-0.000222087,2.65488,0.0353219
2512.37,300.11,-0.0699092,-0.000657716,2.6523,0.0353219
2512.87,300.647,-0.0660134,-0.00038125,2.64994,0.0353219
2513.37,301.453,-0.0923973,-0.000735901,2.64757,0.0353219
2513.87,303.065,-0.0806562,-0.000613654,2.64521,0.0353219
2514.37,304.409,-0.0818921,-0.000556157,2.64285,0.0353219
2514.87,305.483,-0.0732408,-0.000171415,2.6407,0.0353219
2515.37,307.364,-0.101049,-0.000645626,2.63833,0.0353219
2515.87,308.439,-0.0922361,-0.000515856,2.63597,0.0353219
2516.37,309.782,-0.105213,-0.000799039,2.63361,0.0353219
2516.87,310.588,-0.0858685,-0.000619296,2.63124,0.0352667
2517.37,310.588,-0.0922361,-0.000460778,2.62888,0.0352667
2517.87,310.857,-0.0768948,-0.000178346,2.62651,0.0352667
2518.37,311.394,-0.0807368,-0.000584637,2.62415,0.0352667
2518.87,311.126,-0.0782113,-0.000450568,2.62178,0.0352667
2519.37,309.782,-0.0661478,-0.000120554,2.61942,0.0352667
2519.87,310.051,-0.0539768,-0.00031838,2.61727,0.0352667
2520.37,309.782,-0.0486033,-0.000304409,2.61491,0.0352667
2520.87,308.976,-0.0545679,-0.000394146,2.61254,0.0352667
2521.37,308.439,-0.0264134,-0.000151694,2.61018,0.0352667
2521.87,308.17,-0.0529827,-0.000388235,2.60782,0.0352667
2522.37,307.902,-0.0410267,-0.000376682,2.60567,0.0352116
2522.88,306.021,-0.0524454,-0.000259674,2.6033,0.0352116
2523.38,306.289,-0.063461,-0.000608549,2.60094,0.0352116
2523.88,305.752,-0.0581144,-0.000402475,2.59857,0.0352116
2524.38,305.215,-0.0274049,-0.0000714944,2.59621,0.0352116
2524.88,304.409,-0.0210238,0.000106583,2.59406,0.0352116
2525.38,303.603,-0.0402475,-0.000104273,2.5917,0.0352116
2525.88,304.677,-0.0686465,-0.000908928,2.58933,0.0352116
2526.38,304.677,-0.0788024,-0.00117787,2.58718,0.0352116
2526.88,303.871,-0.0639447,-0.00078265,2.58482,0.0352116
2527.38,303.871,-0.0681091,-0.000770291,2.58245,0.0352116
2527.88,304.409,-0.0627625,-0.000720049,2.58031,0.0351564
2528.38,303.603,-0.0631655,-0.000420745,2.57794,0.0351564
2528.88,304.677,-0.0845252,-0.00111634,2.57558,0.0351564
2529.38,306.021,-0.0925585,-0.00143661,2.57343,0.0351564
2529.88,306.021,-0.0768411,-0.000980126,2.57106,0.0351564
2530.38,304.946,-0.0653149,-0.00035492,2.56891,0.0351564
2530.88,304.946,-0.113757,-0.000858417,2.56655,0.0351564
2531.38,305.752,-0.0882866,-0.000835848,2.56419,0.0351564
2531.88,306.558,-0.0804413,-0.00102311,2.56204,0.0351564
2532.38,306.827,-0.0759275,-0.000752827,2.55967,0.0351564
2532.88,306.827,-0.0313544,-0.000159512,2.55752,0.0351564
2533.38,306.289,-0.0577651,-0.000255832,2.55516,0.0351012
2533.88,306.827,-0.0541111,-0.000259298,2.55301,0.0351012
2534.38,308.708,-0.0833699,-0.000982007,2.55065,0.0351012
2534.88,307.902,-0.0547828,-0.000223188,2.5485,0.0351012
2535.38,308.708,-0.0649925,-0.000480391,2.54613,0.0351012
2535.88,309.245,-0.0454598,-0.0000234446,2.54398,0.0351012
2536.38,309.782,-0.0725691,-0.000504572,2.54162,0.0351012
2536.88,310.588,-0.0824026,-0.000795815,2.53947,0.0351012
2537.38,310.051,-0.072381,-0.000591354,2.53732,0.0351012
2537.88,310.588,-0.0817309,-0.000803607,2.53496,0.0351012
2538.38,310.051,-0.0759007,-0.000491944,2.53281,0.0351012
2538.88,310.588,-0.0835848,-0.000860297,2.53044,0.0351012
2539.38,309.782,-0.0553202,-0.0000543261,2.5283,0.035046
2539.88,310.588,-0.0829131,-0.000743155,2.52615,0.035046
2540.38,310.051,-0.0790711,-0.000633536,2.52378,0.035046
2540.88,309.245,-0.0443582,0.0000813548,2.52163,0.035046
2541.38,308.976,-0.0554814,-0.000218943,2.51927,0.035046
2541.88,308.439,-0.0434716,0.000167841,2.51712,0.035046
2542.38,308.439,-0.0546485,-0.000335038,2.51497,0.035046
