    0.215003E+04,    0.628292E-22
    0.215009E+04,    0.628957E-22
    0.215015E+04,    0.628755E-22
    0.215021E+04,    0.628881E-22
    0.215027E+04,    0.629475E-22
    0.215033E+04,    0.630512E-22
    0.215039E+04,    0.631438E-22
    0.215045E+04,    0.632173E-22
    0.215051E+04,    0.633881E-22
    0.215057E+04,    0.638005E-22
    0.215063E+04,    0.644849E-22
    0.215069E+04,    0.647821E-22
    0.215075E+04,    0.641263E-22
    0.215081E+04,    0.637465E-22
    0.215087E+04,    0.637111E-22
    0.215093E+04,    0.639024E-22
    0.215099E+04,    0.644086E-22
    0.215106E+04,    0.649453E-22
    0.215112E+04,    0.644716E-22
    0.215118E+04,    0.639971E-22
    0.215124E+04,    0.637856E-22
    0.215130E+04,    0.637275E-22
    0.215136E+04,    0.637412E-22
    0.215142E+04,    0.637963E-22
    0.215148E+04,    0.639180E-22
    0.215154E+04,    0.641620E-22
    0.215160E+04,    0.643530E-22
    0.215166E+04,    0.642228E-22
    0.215172E+04,    0.640550E-22
    0.215178E+04,    0.640266E-22
    0.215184E+04,    0.640261E-22
    0.215190E+04,    0.640564E-22
    0.215196E+04,    0.641233E-22
    0.215202E+04,    0.642334E-22
    0.215208E+04,    0.644114E-22
    0.215214E+04,    0.647311E-22
    0.215220E+04,    0.653445E-22
    0.215226E+04,    0.656094E-22
    0.215232E+04,    0.650945E-22
    0.215238E+04,    0.649088E-22
    0.215244E+04,    0.648410E-22
    0.215250E+04,    0.647569E-22
    0.215256E+04,    0.648661E-22
    0.215262E+04,    0.652453E-22
    0.215268E+04,    0.658711E-22
    0.215274E+04,    0.657338E-22
    0.215280E+04,    0.651662E-22
    0.215286E+04,    0.649228E-22
    0.215292E+04,    0.648589E-22
    0.215298E+04,    0.648762E-22
    0.215305E+04,    0.649598E-22
    0.215311E+04,    0.651829E-22
    0.215317E+04,    0.655642E-22
    0.215323E+04,    0.654886E-22
    0.215329E+04,    0.653264E-22
    0.215335E+04,    0.653640E-22
    0.215341E+04,    0.652776E-22
    0.215347E+04,    0.652209E-22
    0.215353E+04,    0.652287E-22
    0.215359E+04,    0.652976E-22
    0.215365E+04,    0.654504E-22
    0.215371E+04,    0.657713E-22
    0.215377E+04,    0.663581E-22
    0.215383E+04,    0.664804E-22
    0.215389E+04,    0.659845E-22
    0.215395E+04,    0.657194E-22
    0.215401E+04,    0.656508E-22
    0.215407E+04,    0.656959E-22
    0.215413E+04,    0.658621E-22
    0.215419E+04,    0.661332E-22
    0.215425E+04,    0.663647E-22
    0.215431E+04,    0.668421E-22
    0.215437E+04,    0.668495E-22
    0.215443E+04,    0.663442E-22
    0.215449E+04,    0.661061E-22
    0.215455E+04,    0.660619E-22
    0.215461E+04,    0.661483E-22
    0.215467E+04,    0.664460E-22
    0.215473E+04,    0.669488E-22
    0.215479E+04,    0.667402E-22
    0.215485E+04,    0.663748E-22
    0.215491E+04,    0.662575E-22
    0.215497E+04,    0.662604E-22
    0.215504E+04,    0.663623E-22
    0.215510E+04,    0.665595E-22
    0.215516E+04,    0.666107E-22
    0.215522E+04,    0.666183E-22
    0.215528E+04,    0.668554E-22
    0.215534E+04,    0.673439E-22
    0.215540E+04,    0.673833E-22
    0.215546E+04,    0.669625E-22
    0.215552E+04,    0.667535E-22
    0.215558E+04,    0.666899E-22
    0.215564E+04,    0.667093E-22
    0.215570E+04,    0.667673E-22
    0.215576E+04,    0.668490E-22
    0.215582E+04,    0.670153E-22
    0.215588E+04,    0.673908E-22
    0.215594E+04,    0.680194E-22
    0.215600E+04,    0.680476E-22
    0.215606E+04,    0.675508E-22
    0.215612E+04,    0.673578E-22
    0.215618E+04,    0.674189E-22
    0.215624E+04,    0.677713E-22
    0.215630E+04,    0.683715E-22
    0.215636E+04,    0.680395E-22
    0.215642E+04,    0.675473E-22
    0.215648E+04,    0.673928E-22
    0.215654E+04,    0.673703E-22
    0.215660E+04,    0.673796E-22
    0.215666E+04,    0.674292E-22
    0.215672E+04,    0.675382E-22
    0.215678E+04,    0.677620E-22
    0.215684E+04,    0.681686E-22
    0.215690E+04,    0.685357E-22
    0.215696E+04,    0.684142E-22
    0.215702E+04,    0.680282E-22
    0.215709E+04,    0.678454E-22
    0.215715E+04,    0.677935E-22
    0.215721E+04,    0.678061E-22
    0.215727E+04,    0.678322E-22
    0.215733E+04,    0.678829E-22
    0.215739E+04,    0.679761E-22
    0.215745E+04,    0.681415E-22
    0.215751E+04,    0.684349E-22
    0.215757E+04,    0.688613E-22
    0.215763E+04,    0.689860E-22
    0.215769E+04,    0.688995E-22
    0.215775E+04,    0.688396E-22
    0.215781E+04,    0.691261E-22
    0.215787E+04,    0.697888E-22
    0.215793E+04,    0.693749E-22
    0.215799E+04,    0.687691E-22
    0.215805E+04,    0.685598E-22
    0.215811E+04,    0.685097E-22
    0.215817E+04,    0.685276E-22
    0.215823E+04,    0.685795E-22
    0.215829E+04,    0.686382E-22
    0.215835E+04,    0.687577E-22
    0.215841E+04,    0.690084E-22
    0.215847E+04,    0.694014E-22
    0.215853E+04,    0.695008E-22
    0.215859E+04,    0.693394E-22
    0.215865E+04,    0.691084E-22
    0.215871E+04,    0.689850E-22
    0.215877E+04,    0.689621E-22
    0.215883E+04,    0.689806E-22
    0.215889E+04,    0.690353E-22
    0.215895E+04,    0.691002E-22
    0.215901E+04,    0.691821E-22
    0.215908E+04,    0.693401E-22
    0.215914E+04,    0.696158E-22
    0.215920E+04,    0.699222E-22
    0.215926E+04,    0.699135E-22
    0.215932E+04,    0.699660E-22
    0.215938E+04,    0.704986E-22
    0.215944E+04,    0.712941E-22
    0.215950E+04,    0.707719E-22
    0.215956E+04,    0.700533E-22
    0.215962E+04,    0.698075E-22
    0.215968E+04,    0.697295E-22
    0.215974E+04,    0.697140E-22
    0.215980E+04,    0.697413E-22
    0.215986E+04,    0.698152E-22
    0.215992E+04,    0.699270E-22
    0.215998E+04,    0.700991E-22
    0.216004E+04,    0.703473E-22
    0.216010E+04,    0.703376E-22
    0.216016E+04,    0.702068E-22
    0.216022E+04,    0.702323E-22
    0.216028E+04,    0.703359E-22
    0.216034E+04,    0.702839E-22
    0.216040E+04,    0.702174E-22
    0.216046E+04,    0.702227E-22
    0.216052E+04,    0.702674E-22
    0.216058E+04,    0.703475E-22
    0.216064E+04,    0.704651E-22
    0.216070E+04,    0.706251E-22
    0.216076E+04,    0.708757E-22
    0.216082E+04,    0.710380E-22
    0.216088E+04,    0.710866E-22
    0.216094E+04,    0.714983E-22
    0.216100E+04,    0.723615E-22
    0.216107E+04,    0.721412E-22
    0.216113E+04,    0.714883E-22
    0.216119E+04,    0.711239E-22
    0.216125E+04,    0.709872E-22
    0.216131E+04,    0.709643E-22
    0.216137E+04,    0.709656E-22
    0.216143E+04,    0.710003E-22
    0.216149E+04,    0.710933E-22
    0.216155E+04,    0.712690E-22
    0.216161E+04,    0.714689E-22
    0.216167E+04,    0.714340E-22
    0.216173E+04,    0.713194E-22
    0.216179E+04,    0.713025E-22
    0.216185E+04,    0.713489E-22
    0.216191E+04,    0.714681E-22
    0.216197E+04,    0.715997E-22
    0.216203E+04,    0.715771E-22
    0.216209E+04,    0.715420E-22
    0.216215E+04,    0.715647E-22
    0.216221E+04,    0.716448E-22
    0.216227E+04,    0.717971E-22
    0.216233E+04,    0.720039E-22
    0.216239E+04,    0.721775E-22
    0.216245E+04,    0.722711E-22
    0.216251E+04,    0.726250E-22
    0.216257E+04,    0.734245E-22
    0.216263E+04,    0.732810E-22
    0.216269E+04,    0.726442E-22
    0.216275E+04,    0.725077E-22
    0.216281E+04,    0.724231E-22
    0.216287E+04,    0.723024E-22
    0.216293E+04,    0.723013E-22
    0.216299E+04,    0.723635E-22
    0.216305E+04,    0.723981E-22
    0.216312E+04,    0.725071E-22
    0.216318E+04,    0.727045E-22
    0.216324E+04,    0.727377E-22
    0.216330E+04,    0.726864E-22
    0.216336E+04,    0.726954E-22
    0.216342E+04,    0.727328E-22
    0.216348E+04,    0.727517E-22
    0.216354E+04,    0.728823E-22
    0.216360E+04,    0.730834E-22
    0.216366E+04,    0.731057E-22
    0.216372E+04,    0.730945E-22
    0.216378E+04,    0.732010E-22
    0.216384E+04,    0.732395E-22
    0.216390E+04,    0.734097E-22
    0.216396E+04,    0.737093E-22
    0.216402E+04,    0.738171E-22
    0.216408E+04,    0.741360E-22
    0.216414E+04,    0.749526E-22
    0.216420E+04,    0.749680E-22
    0.216426E+04,    0.743987E-22
    0.216432E+04,    0.741773E-22
    0.216438E+04,    0.741578E-22
    0.216444E+04,    0.743710E-22
    0.216450E+04,    0.742934E-22
    0.216456E+04,    0.744029E-22
    0.216462E+04,    0.744529E-22
    0.216468E+04,    0.745886E-22
    0.216474E+04,    0.747377E-22
    0.216480E+04,    0.748473E-22
    0.216486E+04,    0.750449E-22
    0.216492E+04,    0.752228E-22
    0.216498E+04,    0.753942E-22
    0.216504E+04,    0.755889E-22
    0.216511E+04,    0.757915E-22
    0.216517E+04,    0.760860E-22
    0.216523E+04,    0.764299E-22
    0.216529E+04,    0.768088E-22
    0.216535E+04,    0.772222E-22
    0.216541E+04,    0.779391E-22
    0.216547E+04,    0.794666E-22
    0.216553E+04,    0.822898E-22
    0.216559E+04,    0.830280E-22
    0.216565E+04,    0.803813E-22
    0.216571E+04,    0.786232E-22
    0.216577E+04,    0.776096E-22
    0.216583E+04,    0.762792E-22
    0.216589E+04,    0.755793E-22
    0.216595E+04,    0.752827E-22
    0.216601E+04,    0.751779E-22
    0.216607E+04,    0.751523E-22
    0.216613E+04,    0.750773E-22
    0.216619E+04,    0.750148E-22
    0.216625E+04,    0.749997E-22
    0.216631E+04,    0.750196E-22
    0.216637E+04,    0.750593E-22
    0.216643E+04,    0.750826E-22
    0.216649E+04,    0.751172E-22
    0.216655E+04,    0.751789E-22
    0.216661E+04,    0.752385E-22
    0.216667E+04,    0.752560E-22
    0.216673E+04,    0.752959E-22
    0.216679E+04,    0.753669E-22
    0.216685E+04,    0.754656E-22
    0.216691E+04,    0.755305E-22
    0.216697E+04,    0.755415E-22
    0.216703E+04,    0.755782E-22
    0.216710E+04,    0.756532E-22
    0.216716E+04,    0.757794E-22
    0.216722E+04,    0.760055E-22
    0.216728E+04,    0.764780E-22
    0.216734E+04,    0.770025E-22
    0.216740E+04,    0.765693E-22
    0.216746E+04,    0.761833E-22
    0.216752E+04,    0.760732E-22
    0.216758E+04,    0.760740E-22
    0.216764E+04,    0.761275E-22
    0.216770E+04,    0.761843E-22
    0.216776E+04,    0.762037E-22
    0.216782E+04,    0.762564E-22
    0.216788E+04,    0.763523E-22
    0.216794E+04,    0.763691E-22
    0.216800E+04,    0.763830E-22
    0.216806E+04,    0.764215E-22
    0.216812E+04,    0.764570E-22
    0.216818E+04,    0.765168E-22
    0.216824E+04,    0.766036E-22
    0.216830E+04,    0.766511E-22
    0.216836E+04,    0.766775E-22
    0.216842E+04,    0.767373E-22
    0.216848E+04,    0.768133E-22
    0.216854E+04,    0.768608E-22
    0.216860E+04,    0.769152E-22
    0.216866E+04,    0.770078E-22
    0.216872E+04,    0.771015E-22
    0.216878E+04,    0.772234E-22
    0.216884E+04,    0.775365E-22
    0.216890E+04,    0.780876E-22
    0.216896E+04,    0.779484E-22
    0.216902E+04,    0.776088E-22
    0.216908E+04,    0.774880E-22
    0.216915E+04,    0.774338E-22
    0.216921E+04,    0.774468E-22
    0.216927E+04,    0.774935E-22
    0.216933E+04,    0.775358E-22
    0.216939E+04,    0.775813E-22
    0.216945E+04,    0.776241E-22
    0.216951E+04,    0.776599E-22
    0.216957E+04,    0.777088E-22
    0.216963E+04,    0.777723E-22
    0.216969E+04,    0.778390E-22
    0.216975E+04,    0.778841E-22
    0.216981E+04,    0.779394E-22
    0.216987E+04,    0.780269E-22
    0.216993E+04,    0.781151E-22
    0.216999E+04,    0.781508E-22
    0.217005E+04,    0.782280E-22
    0.217011E+04,    0.783781E-22
    0.217017E+04,    0.784748E-22
    0.217023E+04,    0.784871E-22
    0.217029E+04,    0.785007E-22
    0.217035E+04,    0.785712E-22
    0.217041E+04,    0.787618E-22
    0.217047E+04,    0.791921E-22
    0.217053E+04,    0.793737E-22
    0.217059E+04,    0.790398E-22
    0.217065E+04,    0.789283E-22
    0.217071E+04,    0.789672E-22
    0.217077E+04,    0.789949E-22
    0.217083E+04,    0.790132E-22
    0.217089E+04,    0.790248E-22
    0.217095E+04,    0.790472E-22
    0.217101E+04,    0.790614E-22
    0.217107E+04,    0.790879E-22
    0.217114E+04,    0.791305E-22
    0.217120E+04,    0.791841E-22
    0.217126E+04,    0.792493E-22
    0.217132E+04,    0.793210E-22
    0.217138E+04,    0.793697E-22
    0.217144E+04,    0.794212E-22
    0.217150E+04,    0.794995E-22
    0.217156E+04,    0.796041E-22
    0.217162E+04,    0.796587E-22
    0.217168E+04,    0.797200E-22
    0.217174E+04,    0.798028E-22
    0.217180E+04,    0.798461E-22
    0.217186E+04,    0.798851E-22
    0.217192E+04,    0.799462E-22
    0.217198E+04,    0.800694E-22
    0.217204E+04,    0.803369E-22
    0.217210E+04,    0.806994E-22
    0.217216E+04,    0.805438E-22
    0.217222E+04,    0.803892E-22
    0.217228E+04,    0.804446E-22
    0.217234E+04,    0.806500E-22
    0.217240E+04,    0.806745E-22
    0.217246E+04,    0.805739E-22
    0.217252E+04,    0.805398E-22
    0.217258E+04,    0.805365E-22
    0.217264E+04,    0.805621E-22
    0.217270E+04,    0.806049E-22
    0.217276E+04,    0.806579E-22
    0.217282E+04,    0.807191E-22
    0.217288E+04,    0.807889E-22
    0.217294E+04,    0.808641E-22
    0.217300E+04,    0.809248E-22
    0.217306E+04,    0.809993E-22
    0.217313E+04,    0.811150E-22
    0.217319E+04,    0.812643E-22
    0.217325E+04,    0.813501E-22
    0.217331E+04,    0.813149E-22
    0.217337E+04,    0.813286E-22
    0.217343E+04,    0.813619E-22
    0.217349E+04,    0.814111E-22
